Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,2473,1,2,0.0030915626413093866,0.00309125,3.126413093868137e-07,6,3
F2,100000,100000,4287,1,2,0.042867961057472814,0.04287,2.0389425271841177e-06,1,24
F3,800000,800000,4303,1,2,0.005378168210703693,0.00537875,5.817892963066312e-07,2,3
F4,800000,800000,3711,1,2,0.004638389280668509,0.00463875,3.6071933149067065e-07,1,3
F5,800000,800000,8783,1,2,0.010978700626342097,0.01097875,4.937365790345927e-08,3,3
F6,200000,200000,7381,1,2,0.03690427865446322,0.036905,7.213455367818811e-07,3,12
F7,200000,200000,3705,1,2,0.01852490430564091,0.018525,9.569435908962642e-08,1,12
F8,800000,800000,874,1,2,0.001092906482989875,0.0010925,4.0648298987497854e-07,2,3
F9,800000,800000,5698,1,2,0.007121928232237118,0.0071225,5.717677628823414e-07,2,3
F10,400000,400000,4151,1,2,0.01037692679344071,0.0103775,5.732065592890107e-07,2,6
F11,200000,200000,6671,1,2,0.03335387269445378,0.033355,1.1273055462238113e-06,6,12
F12,100000,100000,6492,1,2,0.06492083654951963,0.06492,8.365495196283046e-07,3,24
F13,400000,400000,4985,1,2,0.012462550451508125,0.0124625,5.045150812572896e-08,5,6
F14,400000,400000,3811,1,2,0.009527390015460102,0.0095275,1.0998453989739809e-07,7,6
F15,800000,800000,5541,1,2,0.006926431636060548,0.00692625,1.8163606054812098e-07,3,3
F16,400000,400000,9070,1,2,0.0226748221099885,0.022675,1.7789001149903783e-07,1,6
F17,400000,400000,860,1,2,0.0021495849320876115,0.00215,4.15067912388524e-07,1,6
F18,800000,800000,3799,1,2,0.004749084468169351,0.00474875,3.344681693507809e-07,5,3
F19,800000,800000,3169,1,2,0.0039614398955245544,0.00396125,1.8989552455408315e-07,6,3
F20,800000,800000,5658,1,2,0.007073091715830149,0.0070725,5.917158301489353e-07,4,3
F21,400000,400000,3182,1,2,0.007954966444916889,0.007955,3.355508311139732e-08,4,6
F22,400000,400000,1287,1,2,0.0032178060103121853,0.0032175,3.06010312185398e-07,7,6
F23,100000,100000,2472,1,2,0.024720391342113568,0.02472,3.913421135690043e-07,3,24
F24,200000,200000,3031,1,2,0.015153851545544939,0.015155,1.148454455061551e-06,6,12
F25,400000,400000,6263,1,2,0.01565870263519742,0.0156575,1.2026351974177285e-06,3,6
F26,400000,400000,6991,1,2,0.017476698906412014,0.0174775,8.010935879862457e-07,2,6
F27,100000,100000,2072,1,2,0.02071886877890894,0.02072,1.1312210910600917e-06,2,24
F28,100000,100000,3025,1,2,0.030250391739236104,0.03025,3.917392361052485e-07,2,24
F29,800000,800000,10760,1,2,0.013450573850294911,0.01345,5.738502949111102e-07,2,3
F30,400000,400000,7589,1,2,0.018971358742550737,0.0189725,1.141257449262939e-06,3,6
F31,200000,200000,7510,1,2,0.03754860938671711,0.03755,1.390613282886699e-06,2,12
F32,800000,800000,2849,1,2,0.0035610451799290566,0.00356125,2.0482007094362042e-07,7,3
F33,800000,800000,6559,1,2,0.008198719504107,0.00819875,3.049589300009592e-08,3,3
F34,100000,100000,7084,1,2,0.07083809180224143,0.07084,1.9081977585683196e-06,2,24
F35,100000,100000,10205,1,2,0.1020538570982043,0.10205,3.857098204301801e-06,6,24
F36,100000,100000,963,1,2,0.00963016418154794,0.00963,1.6418154794028972e-07,1,24
F37,400000,400000,693,1,2,0.001732834946266526,0.0017325,3.349462665259116e-07,5,6
F38,800000,800000,7516,1,2,0.00939550636343886,0.009395,5.063634388596805e-07,6,3
F39,800000,800000,7767,1,2,0.009708145332104318,0.00970875,6.046678956827395e-07,5,3
F40,100000,100000,1057,1,2,0.010570467610918427,0.01057,4.6761091842748015e-07,6,24
F41,800000,800000,10327,1,2,0.012908249662568358,0.01290875,5.00337431642156e-07,1,3
F42,400000,400000,6464,1,2,0.016159305633017318,0.01616,6.943669826828258e-07,5,6
F43,400000,400000,3141,1,2,0.00785308923215032,0.0078525,5.89232150320293e-07,5,6
F44,800000,800000,6207,1,2,0.007759325177449941,0.00775875,5.751774499410806e-07,1,3
F45,200000,200000,6539,1,2,0.03269318981782253,0.032695,1.8101821774724192e-06,1,12
F46,800000,800000,8953,1,2,0.011191848733815464,0.01119125,5.987338154642141e-07,4,3
F47,400000,400000,10760,1,2,0.026900509894750898,0.0269,5.098947508976048e-07,6,6
F48,100000,100000,2048,1,2,0.020480728727026717,0.02048,7.287270267150592e-07,6,24
