Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1307,1,2,0.0032665008827200692,0.0032675,,6
F2,400000,400000,601,1,2,0.001501408099222723,0.0015025,,4
F3,400000,400000,3475,1,2,0.008687719162520091,0.0086875,,3
F4,400000,400000,1965,1,2,0.004911898393612835,0.0049125,,3
F5,400000,400000,3639,1,2,0.00909674790168058,0.0090975,,6
F6,400000,400000,711,1,2,0.0017765095466730774,0.0017775,,7
F7,400000,400000,6065,1,2,0.015161860058526211,0.0151625,,7
F8,400000,400000,7587,1,2,0.018968618286761108,0.0189675,,3
F9,400000,400000,1290,1,2,0.003224281099608539,0.003225,,5
F10,200000,200000,1838,1,2,0.009189259851206999,0.00919,,7
F11,400000,400000,1985,1,2,0.004963728572116299,0.0049625,,1
F12,400000,400000,600,1,2,0.0012862519931643446,0.0015,,6
F13,400000,400000,1405,1,2,0.0035127251543123905,0.0035125,,7
F14,400000,400000,2197,1,2,0.005493405222195213,0.0054925,,6
F15,400000,400000,11123,1,2,0.027808075655749664,0.0278075,,3
F16,200000,200000,915,1,2,0.004575913557534561,0.004575,,4
F17,400000,400000,600,1,2,0.00048629894240020954,0.0015,,5
F18,200000,200000,1102,1,2,0.005509561632501159,0.00551,,7
F19,400000,400000,3454,1,2,0.00863494862694647,0.008635,,2
F20,200000,200000,2672,1,2,0.013359430737571898,0.01336,,6
F21,200000,200000,2105,1,2,0.01052485330323455,0.010525,,2
F22,400000,400000,11116,1,2,0.02779041916427366,0.02779,,2
F23,400000,400000,5969,1,2,0.014923571355126175,0.0149225,,2
F24,400000,400000,5935,1,2,0.014838033788800942,0.0148375,,7
F25,400000,400000,2277,1,2,0.005691660320371494,0.0056925,,2
F26,400000,400000,779,1,2,0.0019481969394023468,0.0019475,,3
F27,400000,400000,600,1,2,0.00043552794857104615,0.0015,,6
F28,400000,400000,4433,1,2,0.011082470141323242,0.0110825,,6
F29,400000,400000,600,1,2,0.000327297541651117,0.0015,,4
F30,400000,400000,3165,1,2,0.007913293313476621,0.0079125,,6
F31,400000,400000,5162,1,2,0.012905560976491981,0.012905,,3
F32,100000,100000,666,1,2,0.006659786997664674,0.00666,,1
F33,400000,400000,1179,1,2,0.0029471496603917235,0.0029475,,2
F34,100000,100000,4752,1,2,0.047519681020655735,0.04752,,2
F35,200000,200000,2505,1,2,0.012524205794887389,0.012525,,7
F36,400000,400000,5290,1,2,0.013226210143932993,0.013225,,2
F37,400000,400000,3025,1,2,0.007563104629059181,0.0075625,,7
F38,400000,400000,6879,1,2,0.01719729216550403,0.0171975,,2
F39,400000,400000,2145,1,2,0.005361493966898612,0.0053625,,2
F40,200000,200000,3056,1,2,0.015279906946981475,0.01528,,2
F41,400000,400000,3605,1,2,0.009013046292690924,0.0090125,,1
F42,400000,400000,2771,1,2,0.00692860012159463,0.0069275,,3
F43,200000,200000,11237,1,2,0.05618315385350188,0.056185,,3
F44,400000,400000,10523,1,2,0.026306396908392385,0.0263075,,7
F45,400000,400000,6558,1,2,0.016395619379000446,0.016395,,3
F46,400000,400000,3713,1,2,0.009281831952249617,0.0092825,,3
F47,400000,400000,1111,1,2,0.0027762918976877195,0.0027775,,1
F48,400000,400000,5953,1,2,0.014883456825587373,0.0148825,,3
