Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,1787,2,1,0.0089362099079245,0.008935,,4
F2,400000,400000,4635,2,1,0.0115862944047405,0.0115875,,5
F3,400000,400000,935,2,1,0.0023367750451739,0.0023375,,2
F4,400000,400000,666,2,1,0.0016639674209389,0.001665,,7
F5,400000,400000,9527,2,1,0.0238176566026429,0.0238175,,2
F6,400000,400000,2696,2,1,0.0067388790846079,0.00674,,7
F7,400000,400000,8330,2,1,0.0208239513741824,0.020825,,3
F8,400000,400000,803,2,1,0.0020081468984839,0.0020075,,3
F9,200000,200000,8433,2,1,0.0421666936498853,0.042165,,3
F10,400000,400000,3675,2,1,0.0091871202235751,0.0091875,,2
F11,400000,400000,11053,2,1,0.0276327329775472,0.0276325,,4
F12,200000,200000,10973,2,1,0.0548625499706322,0.054865,,2
F13,400000,400000,2474,2,1,0.0061851531687618,0.006185,,1
F14,400000,400000,8579,2,1,0.021447960301312,0.0214475,,4
F15,400000,400000,4819,2,1,0.0120472552260214,0.0120475,,2
F16,400000,400000,1755,2,1,0.004387187450058,0.0043875,,4
F17,50000,50000,3970,2,1,0.079395571556681,0.0794,,4
F18,200000,200000,767,2,1,0.0038354661860222,0.003835,,1
F19,400000,400000,5651,2,1,0.0141283876437126,0.0141275,,6
F20,200000,200000,1792,2,1,0.0089611689338066,0.00896,,5
F21,200000,200000,3175,2,1,0.0158749355542802,0.015875,,4
F22,200000,200000,3234,2,1,0.0161699166226934,0.01617,,5
F23,400000,400000,1641,2,1,0.0041037478098598,0.0041025,,6
F24,200000,200000,6064,2,1,0.0303206451061713,0.03032,,5
F25,200000,200000,1235,2,1,0.0061757179823928,0.006175,,2
F26,400000,400000,1929,2,1,0.0048218826551296,0.0048225,,3
F27,100000,100000,1100,2,1,0.0110008465712778,0.011,,4
F28,400000,400000,2863,2,1,0.007158738096572,0.0071575,,3
F29,400000,400000,870,2,1,0.0021743972066764,0.002175,,5
F30,400000,400000,600,2,1,0.0005948744659586,0.0015,,6
F31,400000,400000,7260,2,1,0.0181494814408548,0.01815,,1
F32,400000,400000,600,2,1,0.0005809781312638,0.0015,,1
F33,400000,400000,3469,2,1,0.0086732999113488,0.0086725,,6
F34,400000,400000,5861,2,1,0.0146530803209624,0.0146525,,3
F35,400000,400000,665,2,1,0.0016632650721089,0.0016625,,4
F36,400000,400000,8825,2,1,0.0220634333748001,0.0220625,,5
F37,400000,400000,9717,2,1,0.0242917155654966,0.0242925,,1
F38,400000,400000,6187,2,1,0.015468548192433,0.0154675,,7
F39,400000,400000,600,2,1,0.0013062457508601,0.0015,,2
F40,400000,400000,4095,2,1,0.0102377220834731,0.0102375,,6
F41,400000,400000,600,2,1,0.0009624643415895,0.0015,,3
F42,400000,400000,2263,2,1,0.00565651118411,0.0056575,,5
F43,100000,100000,1403,2,1,0.0140306725988476,0.01403,,1
F44,400000,400000,3903,2,1,0.009758116097183,0.0097575,,3
F45,100000,100000,944,2,1,0.0094409250107207,0.00944,,7
F46,400000,400000,3697,2,1,0.0092434269682559,0.0092425,,1
F47,200000,200000,1118,2,1,0.0055888709359856,0.00559,,7
F48,100000,100000,1639,2,1,0.0163897658797834,0.01639,,2
