Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1527,1,2,0.0038167940755383656,0.0038175,,5
F2,100000,100000,1898,1,2,0.018980775266137173,0.01898,,1
F3,400000,400000,7476,1,2,0.018691017492979523,0.01869,,4
F4,400000,400000,600,1,2,0.0008827942668412359,0.0015,,7
F5,400000,400000,1425,1,2,0.0035626874483708493,0.0035625,,8
F6,400000,400000,2297,1,2,0.005743570873253057,0.0057425,,8
F7,100000,100000,3209,1,2,0.03209050265431379,0.03209,,1
F8,400000,400000,10827,1,2,0.027068620034079782,0.0270675,,8
F9,400000,400000,5953,1,2,0.014881788366912396,0.0148825,,5
F10,400000,400000,600,1,2,0.0009014639855640105,0.0015,,8
F11,200000,200000,2527,1,2,0.01263456806592872,0.012635,,6
F12,400000,400000,600,1,2,0.00047911658616245356,0.0015,,5
F13,400000,400000,642,1,2,0.0016051530277578774,0.001605,,6
F14,400000,400000,10753,1,2,0.026883372278248496,0.0268825,,2
F15,200000,200000,6670,1,2,0.03334828993445249,0.03335,,1
F16,400000,400000,2758,1,2,0.006896121631375818,0.006895,,6
F17,400000,400000,1566,1,2,0.003914461261307456,0.003915,,4
F18,400000,400000,1910,1,2,0.004773793827436312,0.004775,,5
F19,400000,400000,906,1,2,0.00226583126775709,0.002265,,7
F20,400000,400000,843,1,2,0.0021070209341770285,0.0021075,,6
F21,400000,400000,10995,1,2,0.02748760933555605,0.0274875,,2
F22,400000,400000,7111,1,2,0.017778253896291007,0.0177775,,8
F23,400000,400000,1697,1,2,0.004243192779455118,0.0042425,,7
F24,200000,200000,2709,1,2,0.013545043748501462,0.013545,,2
F25,100000,100000,1114,1,2,0.011139882907119592,0.01114,,8
F26,400000,400000,5577,1,2,0.013941861664670596,0.0139425,,4
F27,400000,400000,1547,1,2,0.003868039891034347,0.0038675,,2
F28,200000,200000,1591,1,2,0.007954103186999767,0.007955,,2
F29,400000,400000,2015,1,2,0.0050366024512092655,0.0050375,,1
F30,400000,400000,3247,1,2,0.008116549481595542,0.0081175,,6
F31,400000,400000,1346,1,2,0.003364798060482621,0.003365,,3
F32,400000,400000,2379,1,2,0.0059471143162427575,0.0059475,,2
F33,400000,400000,600,1,2,0.0005873436695448542,0.0015,,4
F34,400000,400000,4927,1,2,0.012316682606326484,0.0123175,,1
F35,200000,200000,7960,1,2,0.03980070279242098,0.0398,,1
F36,400000,400000,4053,1,2,0.010131391548688196,0.0101325,,4
F37,400000,400000,9979,1,2,0.024947229628746265,0.0249475,,1
F38,100000,100000,795,1,2,0.007948939366648547,0.00795,,8
F39,400000,400000,7822,1,2,0.019555899317715827,0.019555,,2
F40,400000,400000,8795,1,2,0.021988272501823683,0.0219875,,8
F41,400000,400000,6028,1,2,0.015070723012579348,0.01507,,2
F42,400000,400000,2011,1,2,0.0050272022838594305,0.0050275,,4
F43,400000,400000,4421,1,2,0.011053063428168766,0.0110525,,3
F44,400000,400000,4253,1,2,0.01063164655832085,0.0106325,,5
F45,400000,400000,3625,1,2,0.009062013730387734,0.0090625,,1
F46,400000,400000,1679,1,2,0.004198091827235673,0.0041975,,1
F47,400000,400000,6373,1,2,0.01593315342222039,0.0159325,,1
F48,400000,400000,3008,1,2,0.007520948701019272,0.00752,,3
