Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,5189,1,2,0.05188918872750503,0.05189,8.112724949674299e-07,4,24
F2,50000,50000,3919,1,2,0.07837797252950174,0.07838,2.0274704982670144e-06,4,48
F3,800000,800000,703,1,2,0.0008784318441669159,0.00087875,3.181558330840866e-07,3,3
F4,100000,100000,3999,1,2,0.03998897343666785,0.03999,1.0265633321460133e-06,4,24
F5,400000,400000,7949,1,2,0.019873108598049694,0.0198725,6.08598049692266e-07,7,6
F6,800000,800000,2459,1,2,0.0030731626913067522,0.00307375,5.873086932478566e-07,7,3
F7,400000,400000,7278,1,2,0.018196178575728084,0.018195,1.1785757280842468e-06,4,6
F8,800000,800000,11569,1,2,0.014461704494224015,0.01446125,4.544942240145705e-07,7,3
F9,800000,800000,1831,1,2,0.002288568655079093,0.00228875,1.813449209070797e-07,4,3
F10,800000,800000,10501,1,2,0.01312663924288171,0.01312625,3.892428817094812e-07,6,3
F11,800000,800000,8083,1,2,0.010103446186951026,0.01010375,3.0381304897374173e-07,3,3
F12,400000,400000,5397,1,2,0.013493002744778493,0.0134925,5.027447784935329e-07,3,6
F13,800000,800000,600,1,2,0.00028707669729355345,0.00075,0.00046292330270644656,7,3
F14,800000,800000,3316,1,2,0.004144389256756864,0.004145,6.10743243136154e-07,6,3
F15,800000,800000,11631,1,2,0.014538177341662406,0.01453875,5.726583375935401e-07,4,3
F16,800000,800000,9439,1,2,0.011798577709586588,0.01179875,1.722904134117409e-07,4,3
F17,800000,800000,6487,1,2,0.008108968972114994,0.00810875,2.1897211499415092e-07,4,3
F18,200000,200000,8186,1,2,0.04092945084899213,0.04093,5.491510078683981e-07,4,12
F19,800000,800000,8879,1,2,0.011098785474894901,0.01109875,3.547489490184075e-08,7,3
F20,100000,100000,655,1,2,0.006549887569955559,0.00655,1.1243004444105864e-07,5,24
F21,100000,100000,1637,1,2,0.016369199123470013,0.01637,8.008765299861997e-07,6,24
F22,400000,400000,10312,1,2,0.02578023042309846,0.02578,2.3042309845941467e-07,4,6
F23,200000,200000,6180,1,2,0.030901797451358903,0.0309,1.7974513589029406e-06,6,12
F24,400000,400000,4273,1,2,0.01068260568801993,0.0106825,1.0568801993120214e-07,5,6
F25,50000,50000,1576,1,2,0.03152054211088934,0.03152,5.421108893385873e-07,4,48
F26,200000,200000,1372,1,2,0.006859597674120865,0.00686,4.023258791344825e-07,2,12
F27,400000,400000,5614,1,2,0.01403542155457016,0.014035,4.2155457015934095e-07,5,6
F28,100000,100000,6235,1,2,0.06234912540886123,0.06235,8.745911387747496e-07,4,24
F29,800000,800000,766,1,2,0.0009576349128132544,0.0009575,1.349128132543953e-07,2,3
F30,400000,400000,6177,1,2,0.015442189945746754,0.0154425,3.1005425324588665e-07,5,6
F31,50000,50000,1463,1,2,0.02926012166642289,0.02926,1.2166642288785612e-07,4,48
F32,400000,400000,4142,1,2,0.01035446000587023,0.010355,5.399941297688782e-07,7,6
F33,100000,100000,2871,1,2,0.028708807209674475,0.02871,1.1927903255243288e-06,6,24
F34,200000,200000,5253,1,2,0.026264463598847043,0.026265,5.364011529569723e-07,7,12
F35,200000,200000,3065,1,2,0.015324355504430842,0.015325,6.444955691579241e-07,3,12
F36,800000,800000,11680,1,2,0.014599721516394451,0.0146,2.78483605549093e-07,6,3
F37,400000,400000,8275,1,2,0.02068678117862774,0.0206875,7.188213722621184e-07,6,6
F38,200000,200000,4204,1,2,0.021021131601873466,0.02102,1.1316018734656985e-06,6,12
F39,400000,400000,6939,1,2,0.01734723900331448,0.0173475,2.6099668551729516e-07,3,6
F40,400000,400000,6425,1,2,0.016063723558358632,0.0160625,1.2235583586317489e-06,4,6
F41,800000,800000,1567,1,2,0.0019582185520944997,0.00195875,5.314479055002451e-07,1,3
F42,800000,800000,3335,1,2,0.00416842474334498,0.00416875,3.252566550199579e-07,1,3
F43,800000,800000,4031,1,2,0.005039338958939599,0.00503875,5.889589395988853e-07,2,3
F44,800000,800000,1532,1,2,0.0019151607665451667,0.001915,1.6076654516666844e-07,6,3
F45,400000,400000,1293,1,2,0.0032323353869078697,0.0032325,1.6461309213042924e-07,4,6
F46,400000,400000,1048,1,2,0.0026203628613286623,0.00262,3.6286132866231863e-07,3,6
F47,800000,800000,5434,1,2,0.006792223803431405,0.0067925,2.7619656859517727e-07,6,3
F48,400000,400000,6308,1,2,0.0157701140793031,0.01577,1.1407930310125547e-07,7,6
