Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,1205,1,2,0.012049597440628612,0.01205,4.025593713877923e-07,3,24
F2,400000,400000,6279,1,2,0.015696928674325927,0.0156975,5.713256740723371e-07,7,6
F3,800000,800000,10763,1,2,0.013454354476340802,0.01345375,6.044763408014076e-07,7,3
F4,800000,800000,3166,1,2,0.003957101476729896,0.0039575,3.985232701038746e-07,6,3
F5,400000,400000,1531,1,2,0.0038277875497528813,0.0038275,2.875497528810958e-07,4,6
F6,200000,200000,1386,1,2,0.006929535392991237,0.00693,4.646070087630655e-07,7,12
F7,100000,100000,3663,1,2,0.03663078788699681,0.03663,7.878869968044877e-07,4,24
F8,400000,400000,860,1,2,0.002150113694340816,0.00215,1.136943408161159e-07,1,6
F9,800000,800000,7497,1,2,0.009371462410032616,0.00937125,2.1241003261666946e-07,1,3
F10,800000,800000,10525,1,2,0.013156867497451263,0.01315625,6.174974512638404e-07,4,3
F11,800000,800000,1319,1,2,0.0016485675002121392,0.00164875,1.8249978786088333e-07,6,3
F12,200000,200000,1828,1,2,0.009140100993576872,0.00914,1.0099357687122501e-07,7,12
F13,400000,400000,7123,1,2,0.01780766671615408,0.0178075,1.6671615407984341e-07,5,6
F14,800000,800000,10499,1,2,0.013123253878149832,0.01312375,4.961218501679798e-07,6,3
F15,800000,800000,2131,1,2,0.0026640248551379475,0.00266375,2.748551379476265e-07,3,3
F16,400000,400000,9386,1,2,0.023464509638332465,0.023465,4.90361667535022e-07,6,6
F17,800000,800000,2835,1,2,0.0035433698535154434,0.00354375,3.8014648455660105e-07,2,3
F18,800000,800000,1327,1,2,0.0016591301173933815,0.00165875,3.8011739338138575e-07,3,3
F19,50000,50000,3077,1,2,0.0615380974653984,0.06154,1.9025346015971722e-06,5,48
F20,200000,200000,11419,1,2,0.05709733299861264,0.057095,2.332998612637749e-06,2,12
F21,800000,800000,4151,1,2,0.005188973369526617,0.00518875,2.2336952661735493e-07,3,3
F22,400000,400000,6950,1,2,0.017374129753320644,0.017375,8.702466793575336e-07,4,6
F23,400000,400000,5816,1,2,0.014539552864157201,0.01454,4.471358427994565e-07,2,6
F24,50000,50000,3443,1,2,0.06885643300618116,0.06886,3.5669938188431782e-06,2,48
F25,100000,100000,2659,1,2,0.026590418190125864,0.02659,4.181901258649978e-07,2,24
F26,400000,400000,3159,1,2,0.007897924184762983,0.0078975,4.2418476298329566e-07,5,6
F27,800000,800000,1393,1,2,0.0017414193175024906,0.00174125,1.6931750249061205e-07,5,3
F28,800000,800000,2034,1,2,0.0025419274613149856,0.0025425,5.725386850144627e-07,7,3
F29,400000,400000,5941,1,2,0.014852081255144811,0.0148525,4.1874485518823834e-07,6,6
F30,100000,100000,3151,1,2,0.03151064993853553,0.03151,6.499385355254739e-07,6,24
F31,800000,800000,4005,1,2,0.00500646405297589,0.00500625,2.1405297588941719e-07,2,3
F32,800000,800000,600,1,2,0.00034114092887532754,0.00075,0.0004088590711246725,4,3
F33,400000,400000,2947,1,2,0.0073671005821168145,0.0073675,3.994178831854059e-07,1,6
F34,200000,200000,1562,1,2,0.007810313628914878,0.00781,3.136289148776908e-07,5,12
F35,200000,200000,6111,1,2,0.03055426494896396,0.030555,7.350510360382145e-07,4,12
F36,200000,200000,7013,1,2,0.035065606548823514,0.035065,6.065488235146299e-07,5,12
F37,800000,800000,6925,1,2,0.008655745423455263,0.00865625,5.045765447374284e-07,2,3
F38,400000,400000,10611,1,2,0.026527481653209617,0.0265275,1.8346790382067768e-08,5,6
F39,800000,800000,7039,1,2,0.008798755703871397,0.00879875,5.703871397769178e-09,4,3
F40,800000,800000,11530,1,2,0.014411990500267174,0.0144125,5.09499732825533e-07,5,3
F41,200000,200000,6754,1,2,0.03377058824457779,0.03377,5.882445777913303e-07,2,12
F42,400000,400000,7343,1,2,0.018357921329330257,0.0183575,4.2132933025795793e-07,2,6
F43,50000,50000,2089,1,2,0.041781427070943344,0.04178,1.4270709433467088e-06,6,48
F44,200000,200000,10177,1,2,0.0508837130506085,0.050885,1.2869493914990926e-06,4,12
F45,400000,400000,1547,1,2,0.0038674387795677306,0.0038675,6.122043226921073e-08,6,6
F46,400000,400000,9647,1,2,0.024118357420979175,0.0241175,8.57420979175072e-07,7,6
F47,100000,100000,6356,1,2,0.06355536916796277,0.06356,4.630832037236243e-06,6,24
F48,400000,400000,1738,1,2,0.004344459538581634,0.004345,5.404614183655843e-07,4,6
