Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,3816,1,2,0.004770087036542137,0.00477,8.703654213668144e-08,3,3
F2,200000,200000,3074,1,2,0.015370108670258897,0.01537,1.0867025889739479e-07,1,12
F3,400000,400000,1023,1,2,0.002557361362620636,0.0025575,1.3863737936391923e-07,1,6
F4,800000,800000,9005,1,2,0.011256824776733398,0.01125625,5.747767333977999e-07,7,3
F5,800000,800000,7115,1,2,0.00889371741631828,0.00889375,3.2583681719780544e-08,6,3
F6,800000,800000,11497,1,2,0.014371561557089074,0.01437125,3.115570890738911e-07,6,3
F7,200000,200000,9035,1,2,0.0451731062932097,0.045175,1.8937067903027072e-06,2,12
F8,800000,800000,8261,1,2,0.010326342557216095,0.01032625,9.255721609459366e-08,5,3
F9,800000,800000,10707,1,2,0.013384346170372763,0.01338375,5.961703727630496e-07,3,3
F10,400000,400000,2762,1,2,0.0069044262872471895,0.006905,5.737127528101377e-07,5,6
F11,400000,400000,784,1,2,0.001960479551273542,0.00196,4.795512735418506e-07,4,6
F12,100000,100000,1625,1,2,0.01625018438741388,0.01625,1.8438741387905022e-07,1,24
F13,800000,800000,1381,1,2,0.0017256556425430114,0.00172625,5.943574569885167e-07,5,3
F14,400000,400000,9633,1,2,0.024082656487526277,0.0240825,1.56487526277449e-07,2,6
F15,400000,400000,3789,1,2,0.009472970932912106,0.0094725,4.7093291210588417e-07,3,6
F16,50000,50000,2053,1,2,0.041058781453530147,0.04106,1.2185464698527548e-06,3,48
F17,200000,200000,8114,1,2,0.040571427907297175,0.04057,1.427907297173181e-06,1,12
F18,200000,200000,6539,1,2,0.0326934653031874,0.032695,1.5346968126050964e-06,2,12
F19,400000,400000,6233,1,2,0.01558265804946074,0.0155825,1.5804946073942616e-07,2,6
F20,400000,400000,7374,1,2,0.018434334560896826,0.018435,6.654391031743478e-07,7,6
F21,400000,400000,8492,1,2,0.021231023995265552,0.02123,1.0239952655533013e-06,1,6
F22,200000,200000,6283,1,2,0.031416775267578745,0.031415,1.7752675787463534e-06,3,12
F23,200000,200000,3657,1,2,0.018286013167762127,0.018285,1.0131677621282031e-06,3,12
F24,100000,100000,1580,1,2,0.015799076346771634,0.0158,9.236532283671273e-07,7,24
F25,800000,800000,5246,1,2,0.006557531800977623,0.0065575,3.180097762293249e-08,6,3
F26,800000,800000,2457,1,2,0.003071078018156481,0.00307125,1.719818435190132e-07,7,3
F27,200000,200000,9386,1,2,0.04693037094050806,0.04693,3.7094050805985823e-07,2,12
F28,800000,800000,3626,1,2,0.004532869883935142,0.0045325,3.6988393514215956e-07,4,3
F29,800000,800000,600,1,2,2.5883278359506434e-05,0.00075,0.0007241167216404936,2,3
F30,400000,400000,1308,1,2,0.003269763722493324,0.00327,2.362775066758714e-07,2,6
F31,400000,400000,825,1,2,0.002062737625792732,0.0020625,2.376257927320241e-07,6,6
F32,200000,200000,1001,1,2,0.005004951253432421,0.005005,4.874656757847956e-08,1,12
F33,400000,400000,9143,1,2,0.022856807268757717,0.0228575,6.927312422820575e-07,6,6
F34,100000,100000,2478,1,2,0.02478074187209245,0.02478,7.418720924488864e-07,1,24
F35,200000,200000,3465,1,2,0.0173247496718896,0.017325,2.5032811040021086e-07,6,12
F36,800000,800000,5639,1,2,0.007048442072079636,0.00704875,3.0792792036441613e-07,2,3
F37,400000,400000,8047,1,2,0.020118472541744037,0.0201175,9.725417440369089e-07,2,6
F38,200000,200000,4661,1,2,0.023304824896796028,0.023305,1.7510320397123857e-07,3,12
F39,800000,800000,8889,1,2,0.011111457310380435,0.01111125,2.073103804352272e-07,2,3
F40,100000,100000,3791,1,2,0.03790993414519192,0.03791,6.585480807896893e-08,2,24
F41,800000,800000,1685,1,2,0.0021065038206444786,0.00210625,2.5382064447855915e-07,5,3
F42,50000,50000,1764,1,2,0.03527899030733203,0.03528,1.0096926679678542e-06,3,48
F43,800000,800000,2179,1,2,0.002724086419577665,0.00272375,3.3641957766479894e-07,3,3
F44,800000,800000,695,1,2,0.0008688854149550979,0.00086875,1.3541495509790911e-07,1,3
F45,200000,200000,7003,1,2,0.0350156321016019,0.035015,6.32101601900914e-07,1,12
F46,400000,400000,3469,1,2,0.00867274845303987,0.0086725,2.484530398708107e-07,1,6
F47,800000,800000,6830,1,2,0.008537892888051304,0.0085375,3.928880513044686e-07,7,3
F48,50000,50000,2514,1,2,0.050280958557923784,0.05028,9.585579237858521e-07,2,48
