Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1036,1,2,0.0025898981998142556,0.00259,,5
F2,400000,400000,4891,1,2,0.012227777195492506,0.0122275,,5
F3,400000,400000,6979,1,2,0.01744728883607527,0.0174475,,1
F4,100000,100000,8812,1,2,0.08811777673439114,0.08812,,3
F5,400000,400000,5379,1,2,0.013446988762551904,0.0134475,,7
F6,400000,400000,600,1,2,6.119951015393088e-05,0.0015,,1
F7,100000,100000,5223,1,2,0.05223125166208897,0.05223,,5
F8,200000,200000,2371,1,2,0.011856121470260272,0.011855,,6
F9,50000,50000,6290,1,2,0.12579608797143232,0.1258,,2
F10,50000,50000,11986,1,2,0.2397107627519168,0.23972,,4
F11,400000,400000,4127,1,2,0.010316749034719297,0.0103175,,2
F12,400000,400000,1226,1,2,0.0030644898546050847,0.003065,,7
F13,200000,200000,900,1,2,0.004498793556660607,0.0045,,1
F14,200000,200000,9557,1,2,0.04778572968056555,0.047785,,2
F15,100000,100000,9700,1,2,0.0969988852836448,0.097,,7
F16,400000,400000,7767,1,2,0.01941751903501,0.0194175,,7
