Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1788,1,2,0.004471146773384116,0.00447,,2
F2,200000,200000,10627,1,2,0.05313556123166463,0.053135,,1
F3,400000,400000,10126,1,2,0.025314538698584577,0.025315,,5
F4,400000,400000,1445,1,2,0.003611334321657167,0.0036125,,2
F5,400000,400000,4559,1,2,0.011398250517184683,0.0113975,,7
F6,100000,100000,1200,1,2,0.011999742078935505,0.012,,2
F7,400000,400000,8273,1,2,0.02068256409860203,0.0206825,,6
F8,400000,400000,610,1,2,0.001526179175306952,0.001525,,7
F9,400000,400000,2093,1,2,0.005233219307215209,0.0052325,,4
F10,200000,200000,4300,1,2,0.021499602970389553,0.0215,,5
F11,400000,400000,6362,1,2,0.01590544428754559,0.015905,,5
F12,400000,400000,2928,1,2,0.0073190051923816,0.00732,,6
F13,200000,200000,5293,1,2,0.026465698669497884,0.026465,,4
F14,100000,100000,2023,1,2,0.020229445604852625,0.02023,,3
F15,200000,200000,2998,1,2,0.014989225518220461,0.01499,,3
F16,200000,200000,7573,1,2,0.037865214461600294,0.037865,,5
F17,400000,400000,600,1,2,0.0005326546769480744,0.0015,,1
F18,400000,400000,600,1,2,0.0003033762522239858,0.0015,,6
F19,400000,400000,6541,1,2,0.016352083318430743,0.0163525,,6
F20,400000,400000,808,1,2,0.002018828888844193,0.00202,,1
F21,400000,400000,7327,1,2,0.018318691554398914,0.0183175,,7
F22,400000,400000,1710,1,2,0.004275792233585873,0.004275,,5
F23,100000,100000,5195,1,2,0.051951269722029014,0.05195,,3
F24,400000,400000,8086,1,2,0.020216248557454408,0.020215,,1
F25,400000,400000,7868,1,2,0.01966953472789279,0.01967,,2
F26,400000,400000,9691,1,2,0.024227022214681204,0.0242275,,3
F27,200000,200000,1931,1,2,0.009656239310192882,0.009655,,3
F28,200000,200000,5314,1,2,0.02656980407967946,0.02657,,6
F29,400000,400000,600,1,2,2.3352211455995864e-05,0.0015,,3
F30,200000,200000,4060,1,2,0.020299811773639487,0.0203,,4
F31,400000,400000,600,1,2,0.0014395629252047515,0.0015,,2
F32,200000,200000,8897,1,2,0.0444866965622952,0.044485,,1
F33,100000,100000,6068,1,2,0.0606768251807846,0.06068,,3
F34,200000,200000,865,1,2,0.004324372607048432,0.004325,,4
F35,400000,400000,917,1,2,0.0022913859221875277,0.0022925,,7
F36,200000,200000,7516,1,2,0.037581224688877535,0.03758,,2
F37,200000,200000,7605,1,2,0.038026346097289054,0.038025,,2
F38,100000,100000,2151,1,2,0.021510327030234255,0.02151,,7
F39,100000,100000,5000,1,2,0.050001509968405466,0.05,,3
F40,400000,400000,4963,1,2,0.012406559792591948,0.0124075,,1
F41,200000,200000,10265,1,2,0.051326344289841536,0.051325,,2
F42,200000,200000,3343,1,2,0.01671465599205399,0.016715,,4
F43,400000,400000,2265,1,2,0.0056617240780088285,0.0056625,,5
F44,200000,200000,8823,1,2,0.044115151752131584,0.044115,,6
F45,200000,200000,11615,1,2,0.05807594786348021,0.058075,,6
F46,200000,200000,6356,1,2,0.0317824017038556,0.03178,,1
F47,200000,200000,1375,1,2,0.006874819050453279,0.006875,,1
F48,400000,400000,786,1,2,0.0019641743993385535,0.001965,,6
