Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,7981,1,2,0.0798109014163193,0.07981,9.014163192960778e-07,6,24
F2,800000,800000,600,1,2,0.0006680697444928496,0.00075,8.19302555071504e-05,5,3
F3,800000,800000,600,1,2,2.8666125124865438e-05,0.00075,0.0007213338748751346,7,3
F4,400000,400000,8531,1,2,0.021328071282132544,0.0213275,5.712821325443151e-07,6,6
F5,200000,200000,11277,1,2,0.05638595413606218,0.056385,9.541360621798112e-07,5,12
F6,800000,800000,2100,1,2,0.0026254738272609712,0.002625,4.738272609710638e-07,5,3
F7,800000,800000,600,1,2,0.0001849314551068959,0.00075,0.0005650685448931041,4,3
F8,800000,800000,3847,1,2,0.004808266316024934,0.00480875,4.836839750657282e-07,2,3
F9,200000,200000,5516,1,2,0.027580046680124704,0.02758,4.6680124703157855e-08,5,12
F10,800000,800000,1532,1,2,0.0019150404854954006,0.001915,4.0485495400588434e-08,2,3
F11,800000,800000,7078,1,2,0.008846953225999377,0.0088475,5.467740006228489e-07,5,3
F12,200000,200000,9132,1,2,0.04565982159070636,0.04566,1.7840929363716063e-07,5,12
F13,800000,800000,3562,1,2,0.004452130008268607,0.0044525,3.699917313932516e-07,1,3
F14,800000,800000,8517,1,2,0.010646099202893833,0.01064625,1.507971061666391e-07,6,3
F15,800000,800000,7943,1,2,0.009928239896128899,0.00992875,5.101038711013972e-07,3,3
F16,400000,400000,8631,1,2,0.021578395313628262,0.0215775,8.953136282630059e-07,1,6
F17,100000,100000,9663,1,2,0.09662559037461865,0.09663,4.40962538134082e-06,6,24
F18,400000,400000,8181,1,2,0.02045148651629669,0.0204525,1.0134837033076716e-06,7,6
F19,800000,800000,6311,1,2,0.007888504708700173,0.00788875,2.452912998274215e-07,2,3
F20,800000,800000,2842,1,2,0.003552724321927214,0.0035525,2.243219272141106e-07,4,3
F21,400000,400000,11267,1,2,0.028167797401035144,0.0281675,2.974010351423917e-07,6,6
F22,200000,200000,9919,1,2,0.04959745862608528,0.049595,2.458626085277693e-06,6,12
F23,400000,400000,11985,1,2,0.029963682270326253,0.0299625,1.1822703262533152e-06,4,6
F24,400000,400000,8443,1,2,0.02110759702923598,0.0211075,9.702923597920687e-08,5,6
F25,400000,400000,6430,1,2,0.0160760832283387,0.016075,1.0832283387010588e-06,5,6
F26,800000,800000,10855,1,2,0.013569325482432837,0.01356875,5.754824328376568e-07,3,3
F27,800000,800000,4303,1,2,0.005379358695158487,0.00537875,6.086951584872297e-07,7,3
F28,800000,800000,4046,1,2,0.005057430539466834,0.0050575,6.946053316640027e-08,5,3
F29,800000,800000,11955,1,2,0.014943741840160285,0.01494375,8.159839715374262e-09,7,3
F30,800000,800000,9807,1,2,0.012258756822572603,0.01225875,6.822572602357968e-09,6,3
F31,400000,400000,8695,1,2,0.021737872424611504,0.0217375,3.7242461150416295e-07,4,6
F32,100000,100000,3457,1,2,0.03456997600160738,0.03457,2.39983926134113e-08,1,24
F33,400000,400000,2565,1,2,0.006413056182138888,0.0064125,5.561821388878202e-07,4,6
F34,400000,400000,9179,1,2,0.02294711559314644,0.0229475,3.844068535603651e-07,7,6
F35,200000,200000,3371,1,2,0.016854605561386266,0.016855,3.9443861373292255e-07,4,12
F36,400000,400000,2491,1,2,0.0062268864742638375,0.0062275,6.135257361629398e-07,6,6
F37,800000,800000,4395,1,2,0.005493894610470201,0.00549375,1.4461047020096485e-07,3,3
F38,800000,800000,4427,1,2,0.005534322458442736,0.00553375,5.724584427367965e-07,1,3
F39,400000,400000,6953,1,2,0.017383237655950873,0.0173825,7.376559508741332e-07,1,6
F40,800000,800000,8568,1,2,0.010710146107652585,0.01071,1.4610765258424308e-07,1,3
F41,200000,200000,8499,1,2,0.042493910278773195,0.042495,1.0897212268032308e-06,6,12
F42,200000,200000,7378,1,2,0.036890267921615365,0.03689,2.679216153655961e-07,5,12
F43,800000,800000,600,1,2,0.0002470170031378602,0.00075,0.0005029829968621398,1,3
F44,800000,800000,7841,1,2,0.009800854252871489,0.00980125,3.95747128510357e-07,7,3
F45,800000,800000,1991,1,2,0.0024893493702311913,0.00248875,5.993702311911896e-07,7,3
F46,800000,800000,3107,1,2,0.003883589992010229,0.00388375,1.600079897710882e-07,6,3
F47,800000,800000,3319,1,2,0.004149012921475424,0.00414875,2.6292147542461564e-07,3,3
F48,800000,800000,8763,1,2,0.010954265354952761,0.01095375,5.153549527611712e-07,4,3
