Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,993,1,2,0.00993053225661511,0.00993,5.322566151103741e-07,7,12
F2,200000,200000,8193,1,2,0.04096657234527468,0.040965,1.572345274675202e-06,2,6
F3,200000,200000,9307,1,2,0.04653430668483405,0.046535,6.93315165951891e-07,3,6
F4,200000,200000,1455,1,2,0.007274068639539832,0.007275,9.313604601678127e-07,1,6
F5,400000,400000,600,1,2,0.00027899218962856853,0.0015,0.0012210078103714315,5,3
F6,200000,200000,2544,1,2,0.01271958948757168,0.01272,4.1051242831956214e-07,5,6
F7,400000,400000,3497,1,2,0.008743731648458097,0.0087425,1.2316484580970899e-06,4,3
F8,400000,400000,1488,1,2,0.00371885675430228,0.00372,1.1432456977203062e-06,2,3
F9,400000,400000,5677,1,2,0.014192128825607941,0.0141925,3.7117439205883174e-07,4,3
F10,400000,400000,600,1,2,0.0002991298610691695,0.0015,0.0012008701389308305,4,3
F11,400000,400000,10611,1,2,0.026528516173590422,0.0265275,1.016173590422803e-06,1,3
F12,100000,100000,2761,1,2,0.027610933226010825,0.02761,9.332260108262103e-07,3,12
F13,400000,400000,852,1,2,0.0021311636283289914,0.00213,1.1636283289914728e-06,5,3
F14,400000,400000,5415,1,2,0.013536418270659989,0.0135375,1.0817293400102596e-06,2,3
F15,400000,400000,808,1,2,0.002019029786258897,0.00202,9.702137411032527e-07,2,3
F16,400000,400000,664,1,2,0.0016607649171763716,0.00166,7.649171763716295e-07,3,3
F17,400000,400000,1732,1,2,0.004329964317550505,0.00433,3.568244949427729e-08,3,3
F18,200000,200000,1217,1,2,0.0060852155408474,0.006085,2.1554084739944246e-07,6,6
F19,200000,200000,608,1,2,0.0030398316207697063,0.00304,1.6837923029391216e-07,1,6
F20,400000,400000,5517,1,2,0.013793229270246177,0.0137925,7.292702461775269e-07,3,3
F21,200000,200000,1355,1,2,0.006775643920606922,0.006775,6.439206069221159e-07,7,6
F22,200000,200000,6800,1,2,0.034000422614063,0.034,4.226140629948194e-07,4,6
F23,400000,400000,11783,1,2,0.02945862566253632,0.0294575,1.1256625363186001e-06,1,3
F24,400000,400000,600,1,2,0.00014424663579581942,0.0015,0.0013557533642041806,1,3
F25,400000,400000,3447,1,2,0.008617060249096364,0.0086175,4.3975090363579383e-07,3,3
F26,400000,400000,6093,1,2,0.015233709651515603,0.0152325,1.209651515603899e-06,7,3
F27,200000,200000,2400,1,2,0.011999741256151664,0.012,2.5874384833660113e-07,1,6
F28,400000,400000,3117,1,2,0.007792507892545819,0.0077925,7.89254581915616e-09,2,3
F29,100000,100000,7804,1,2,0.07803950699347945,0.07804,4.93006520552175e-07,3,12
F30,100000,100000,3402,1,2,0.034018309794417834,0.03402,1.6902055821679807e-06,2,12
F31,200000,200000,9845,1,2,0.04922516766783158,0.049225,1.6766783158400633e-07,4,6
F32,400000,400000,600,1,2,0.00024359483264019266,0.0015,0.0012564051673598074,7,3
F33,200000,200000,7195,1,2,0.03597373332188425,0.035975,1.266678115750819e-06,3,6
F34,200000,200000,5355,1,2,0.026773752833653186,0.026775,1.2471663468141547e-06,4,6
F35,400000,400000,600,1,2,0.0013388739604933697,0.0015,0.00016112603950663032,6,3
F36,400000,400000,600,1,2,0.00020481381249470854,0.0015,0.0012951861875052915,5,3
F37,400000,400000,7842,1,2,0.019604967078346747,0.019605,3.292165325421981e-08,1,3
F38,100000,100000,1750,1,2,0.017500712109376315,0.0175,7.121093763134967e-07,5,12
F39,200000,200000,10740,1,2,0.0537017788082598,0.0537,1.7788082598002575e-06,2,6
F40,400000,400000,7855,1,2,0.019637355455759647,0.0196375,1.4454424035123536e-07,4,3
F41,400000,400000,2789,1,2,0.006973344863051539,0.0069725,8.448630515389341e-07,5,3
F42,400000,400000,4470,1,2,0.011174347495070971,0.011175,6.525049290277002e-07,6,3
F43,100000,100000,2695,1,2,0.026950963598064856,0.02695,9.63598064854243e-07,2,12
F44,200000,200000,8153,1,2,0.04076547274510111,0.040765,4.727451011071748e-07,4,6
F45,100000,100000,2603,1,2,0.02603026678807331,0.02603,2.667880733102368e-07,3,12
F46,400000,400000,600,1,2,0.001002687600564038,0.0015,0.0004973123994359619,3,3
F47,200000,200000,948,1,2,0.004740460456223294,0.00474,4.604562232933887e-07,4,6
F48,400000,400000,8857,1,2,0.022143184426522706,0.0221425,6.84426522706838e-07,2,3
