Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,600,1,2,0.001305338116395327,0.0015,0.000194661883604673,1,3
F2,400000,400000,600,1,2,0.0003021446621186419,0.0015,0.0011978553378813581,3,3
F3,100000,100000,2931,1,2,0.029310396018654816,0.02931,3.9601865481700416e-07,2,12
F4,400000,400000,2755,1,2,0.006887261250924648,0.0068875,2.3874907535258866e-07,4,3
F5,200000,200000,3093,1,2,0.015465962582192905,0.015465,9.625821929051814e-07,1,6
F6,200000,200000,3303,1,2,0.01651510738243822,0.016515,1.0738243822264182e-07,5,6
F7,400000,400000,10083,1,2,0.025206645277674578,0.0252075,8.547223254232184e-07,5,3
F8,400000,400000,4399,1,2,0.010996471609826752,0.0109975,1.0283901732480172e-06,1,3
F9,200000,200000,3979,1,2,0.019896044782640288,0.019895,1.044782640288039e-06,1,6
F10,200000,200000,7314,1,2,0.03656785118278871,0.03657,2.148817211285181e-06,5,6
F11,100000,100000,6769,1,2,0.06768729848240573,0.06769,2.7015175942668446e-06,5,12
F12,200000,200000,4201,1,2,0.021005274752743497,0.021005,2.747527434975028e-07,5,6
F13,200000,200000,789,1,2,0.003944750979426814,0.003945,2.490205731854253e-07,5,6
F14,100000,100000,1893,1,2,0.018930149211249803,0.01893,1.4921124980374345e-07,1,12
F15,400000,400000,741,1,2,0.001852997946062529,0.0018525,4.979460625290089e-07,7,3
F16,400000,400000,6099,1,2,0.01524822346136312,0.0152475,7.234613631189324e-07,6,3
F17,200000,200000,8609,1,2,0.043042635854568634,0.043045,2.3641454313660937e-06,5,6
F18,400000,400000,600,1,2,0.001035067214644081,0.0015,0.0004649327853559191,7,3
F19,400000,400000,4232,1,2,0.010579709150565997,0.01058,2.908494340040507e-07,5,3
F20,400000,400000,1808,1,2,0.004520269808047039,0.00452,2.698080470396602e-07,4,3
F21,400000,400000,10405,1,2,0.026011818478209325,0.0260125,6.815217906755433e-07,4,3
F22,200000,200000,6005,1,2,0.030026741220777753,0.030025,1.7412207777532662e-06,5,6
F23,100000,100000,1668,1,2,0.01667966853293379,0.01668,3.314670662113439e-07,2,12
F24,200000,200000,3213,1,2,0.01606478788685084,0.016065,2.121131491596151e-07,4,6
F25,400000,400000,2449,1,2,0.006122908178235575,0.0061225,4.081782355750893e-07,2,3
F26,400000,400000,809,1,2,0.0020232527312916138,0.0020225,7.527312916137674e-07,1,3
F27,400000,400000,3948,1,2,0.009870805785428038,0.00987,8.05785428038136e-07,6,3
F28,400000,400000,7709,1,2,0.019271544612536273,0.0192725,9.55387463728169e-07,2,3
F29,400000,400000,3094,1,2,0.007734665888717407,0.007735,3.341112825927875e-07,1,3
F30,200000,200000,3664,1,2,0.018321175468939355,0.01832,1.1754689393551898e-06,5,6
F31,200000,200000,2317,1,2,0.011585279993401587,0.011585,2.799934015872835e-07,2,6
F32,400000,400000,600,1,2,0.0015003992831486013,0.0015,3.9928314860123923e-07,5,3
F33,400000,400000,3941,1,2,0.009852093477761392,0.0098525,4.0652223860793146e-07,3,3
F34,200000,200000,11406,1,2,0.05702816968626079,0.05703,1.8303137392094992e-06,5,6
F35,100000,100000,2366,1,2,0.023659471548614336,0.02366,5.284513856645967e-07,6,12
F36,200000,200000,5868,1,2,0.02933888170737234,0.02934,1.1182926276630256e-06,6,6
F37,100000,100000,4115,1,2,0.04115113339607254,0.04115,1.1333960725432024e-06,5,12
F38,200000,200000,1338,1,2,0.0066905752529628215,0.00669,5.752529628217512e-07,5,6
F39,400000,400000,696,1,2,0.001739808635935286,0.00174,1.9136406471400268e-07,3,3
F40,100000,100000,1854,1,2,0.018539952751854286,0.01854,4.724814571532843e-08,4,12
F41,400000,400000,7138,1,2,0.017844830483369295,0.017845,1.6951663070474687e-07,6,3
F42,400000,400000,2549,1,2,0.006372690201372724,0.0063725,1.9020137272465765e-07,6,3
F43,400000,400000,8621,1,2,0.021551807270001583,0.0215525,6.927299984159363e-07,4,3
F44,400000,400000,3947,1,2,0.009867515981564032,0.0098675,1.598156403222195e-08,2,3
F45,400000,400000,9223,1,2,0.02305693854297252,0.0230575,5.61457027481449e-07,2,3
F46,400000,400000,7803,1,2,0.01950642595569261,0.0195075,1.074044307391303e-06,6,3
F47,200000,200000,2127,1,2,0.010634581494136337,0.010635,4.185058636637512e-07,4,6
F48,400000,400000,600,1,2,0.0009204798131109125,0.0015,0.0005795201868890876,6,3
