Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,1094,1,2,0.0027359188239738375,0.002735,9.188239738374369e-07,3,3
F2,400000,400000,3499,1,2,0.008748637960915628,0.0087475,1.1379609156283305e-06,3,3
F3,400000,400000,5310,1,2,0.013273802551096447,0.013275,1.1974489035528751e-06,7,3
F4,200000,200000,6595,1,2,0.03297332461590208,0.032975,1.6753840979197299e-06,1,6
F5,400000,400000,609,1,2,0.0015224501245146849,0.0015225,4.987548531511579e-08,1,3
F6,400000,400000,4899,1,2,0.012247555184879744,0.0122475,5.518487974399966e-08,6,3
F7,200000,200000,2521,1,2,0.01260451054591294,0.012605,4.894540870607061e-07,1,6
F8,100000,100000,1621,1,2,0.016209677294346858,0.01621,3.227056531406036e-07,4,12
F9,100000,100000,756,1,2,0.007559579245763892,0.00756,4.207542361077052e-07,5,12
F10,200000,200000,7057,1,2,0.03528288529125645,0.035285,2.1147087435474665e-06,6,6
F11,100000,100000,1227,1,2,0.01227088191180592,0.01227,8.819118059201492e-07,5,12
F12,400000,400000,2456,1,2,0.0061400401063267385,0.00614,4.01063267388424e-08,3,3
F13,200000,200000,1596,1,2,0.00798011390309139,0.00798,1.1390309139110155e-07,1,6
F14,400000,400000,7223,1,2,0.018057188738925256,0.0180575,3.1126107474452325e-07,7,3
F15,200000,200000,853,1,2,0.0042643074046327945,0.004265,6.925953672052426e-07,2,6
F16,400000,400000,770,1,2,0.0019243945984824817,0.001925,6.054015175183287e-07,6,3
F17,400000,400000,1627,1,2,0.004066792583015566,0.0040675,7.074169844339256e-07,7,3
F18,400000,400000,600,1,2,0.001341020211321875,0.0015,0.00015897978867812504,7,3
F19,100000,100000,6329,1,2,0.06329205748839761,0.06329,2.0574883976137714e-06,4,12
F20,100000,100000,7705,1,2,0.07704958102829834,0.07705,4.189717016517269e-07,5,12
F21,400000,400000,8775,1,2,0.02193768330339696,0.0219375,1.8330339696115416e-07,3,3
F22,400000,400000,600,1,2,0.0014238713384880919,0.0015,7.612866151190814e-05,5,3
F23,400000,400000,3159,1,2,0.007898367597364175,0.0078975,8.675973641753681e-07,6,3
F24,100000,100000,8535,1,2,0.08534928991573854,0.08535,7.10084261459909e-07,3,12
F25,200000,200000,10452,1,2,0.05226090171506248,0.05226,9.017150624790471e-07,6,6
F26,100000,100000,3194,1,2,0.03193769976335514,0.03194,2.3002366448601763e-06,5,12
F27,200000,200000,7507,1,2,0.037534261009372016,0.037535,7.389906279825498e-07,4,6
F28,400000,400000,700,1,2,0.0017504204503311915,0.00175,4.2045033119149887e-07,4,3
F29,400000,400000,4263,1,2,0.010656369667559507,0.0106575,1.1303324404937642e-06,7,3
F30,400000,400000,2559,1,2,0.0063970026459419516,0.0063975,4.973540580488489e-07,4,3
F31,400000,400000,1561,1,2,0.003902095993026905,0.0039025,4.0400697309513414e-07,5,3
F32,200000,200000,7698,1,2,0.03848830715736368,0.03849,1.6928426363263527e-06,1,6
F33,400000,400000,1203,1,2,0.0030073862950800168,0.0030075,1.1370491998343238e-07,4,3
F34,100000,100000,4921,1,2,0.049210425895867355,0.04921,4.2589586735780616e-07,3,12
F35,200000,200000,1969,1,2,0.009844753818090468,0.009845,2.4618190953146213e-07,5,6
F36,400000,400000,839,1,2,0.00209805416502698,0.0020975,5.541650269801947e-07,2,3
F37,400000,400000,3918,1,2,0.009795859120490177,0.009795,8.591204901774868e-07,6,3
F38,400000,400000,4118,1,2,0.010293963184272795,0.010295,1.0368157272056672e-06,1,3
F39,400000,400000,746,1,2,0.0018639951945300381,0.001865,1.004805469961758e-06,2,3
F40,200000,200000,2148,1,2,0.01073903445228902,0.01074,9.65547710979342e-07,3,6
F41,400000,400000,1409,1,2,0.003522968362948728,0.0035225,4.68362948727926e-07,1,3
F42,400000,400000,600,1,2,0.0010757764661457475,0.0015,0.0004242235338542525,3,3
F43,400000,400000,1225,1,2,0.0030616390136036925,0.0030625,8.609863963076128e-07,6,3
F44,400000,400000,3383,1,2,0.008456543320894308,0.0084575,9.566791056916935e-07,7,3
F45,400000,400000,6121,1,2,0.01530212632366526,0.0153025,3.736763347396421e-07,3,3
F46,200000,200000,9826,1,2,0.0491306608501425,0.04913,6.608501424976154e-07,5,6
F47,200000,200000,2234,1,2,0.01117066944163469,0.01117,6.694416346906401e-07,4,6
F48,400000,400000,3657,1,2,0.009143136354838917,0.0091425,6.363548389169693e-07,4,3
