Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,2825,1,2,0.007061438641896234,0.0070625,1.0613581037663758e-06,2,3
F2,100000,100000,2074,1,2,0.020740737892983918,0.02074,7.378929839166326e-07,3,12
F3,400000,400000,1065,1,2,0.002662195277493562,0.0026625,3.047225064379405e-07,7,3
F4,400000,400000,7004,1,2,0.017509940261451584,0.01751,5.973854841703763e-08,3,3
F5,400000,400000,619,1,2,0.001547835600742009,0.0015475,3.3560074200905156e-07,4,3
F6,400000,400000,6418,1,2,0.016043850197221987,0.016045,1.1498027780131037e-06,7,3
F7,100000,100000,2357,1,2,0.023569029666567598,0.02357,9.703334324026591e-07,7,12
F8,400000,400000,11222,1,2,0.02805418375147406,0.028055,8.162485259401164e-07,2,3
F9,200000,200000,5067,1,2,0.025335220782389034,0.025335,2.2078238903419645e-07,2,6
F10,200000,200000,2088,1,2,0.010440828399671642,0.01044,8.283996716425962e-07,2,6
F11,400000,400000,6219,1,2,0.015548189522820555,0.0155475,6.895228205541087e-07,5,3
F12,400000,400000,9325,1,2,0.02331317186335613,0.0233125,6.718633561303422e-07,6,3
F13,400000,400000,10585,1,2,0.02646337958321532,0.0264625,8.795832153185579e-07,4,3
F14,400000,400000,810,1,2,0.002025483903770775,0.002025,4.83903770775139e-07,1,3
F15,100000,100000,1653,1,2,0.01652991637544121,0.01653,8.362455878804798e-08,6,12
F16,200000,200000,1733,1,2,0.008664471905439619,0.008665,5.280945603817339e-07,1,6
F17,400000,400000,600,1,2,0.0002547169946500727,0.0015,0.0012452830053499273,7,3
F18,200000,200000,10925,1,2,0.05462431038424298,0.054625,6.896157570199235e-07,5,6
F19,100000,100000,4193,1,2,0.04193067615520929,0.04193,6.761552092879319e-07,3,12
F20,400000,400000,600,1,2,0.0001515938011922291,0.0015,0.001348406198807771,1,3
F21,400000,400000,1799,1,2,0.004498356844965801,0.0044975,8.568449658009208e-07,4,3
F22,400000,400000,4545,1,2,0.011362252959718433,0.0113625,2.4704028156637137e-07,7,3
F23,400000,400000,6266,1,2,0.015664009313817007,0.015665,9.906861829916958e-07,4,3
F24,400000,400000,600,1,2,0.0010110576743883049,0.0015,0.0004889423256116952,4,3
F25,400000,400000,6783,1,2,0.016958664542807533,0.0169575,1.1645428075329756e-06,2,3
F26,100000,100000,3850,1,2,0.03850142912983601,0.0385,1.4291298360072369e-06,3,12
F27,400000,400000,2889,1,2,0.007223673766171723,0.0072225,1.1737661717234338e-06,3,3
F28,200000,200000,5721,1,2,0.028603777253071172,0.028605,1.222746928826457e-06,5,6
F29,200000,200000,3739,1,2,0.01869476631330741,0.018695,2.3368669259046793e-07,4,6
F30,400000,400000,931,1,2,0.002327178696006127,0.0023275,3.213039938732183e-07,7,3
F31,200000,200000,2825,1,2,0.014124447630942782,0.014125,5.523690572179635e-07,7,6
F32,200000,200000,3079,1,2,0.015395741275737396,0.015395,7.412757373950057e-07,3,6
F33,400000,400000,4121,1,2,0.010301274695895646,0.0103025,1.225304104353342e-06,3,3
F34,200000,200000,9922,1,2,0.049608967537172644,0.04961,1.0324628273578051e-06,7,6
F35,400000,400000,600,1,2,0.0001635002644000405,0.0015,0.0013364997355999595,6,3
F36,400000,400000,9628,1,2,0.024071115599520965,0.02407,1.1155995209635727e-06,5,3
F37,400000,400000,4927,1,2,0.012317926396932716,0.0123175,4.2639693271541435e-07,6,3
F38,400000,400000,6923,1,2,0.017307055443811364,0.0173075,4.4455618863556423e-07,5,3
F39,200000,200000,1989,1,2,0.009944169712959,0.009945,8.302870410006186e-07,5,6
F40,100000,100000,7691,1,2,0.0769089281597021,0.07691,1.0718402979059682e-06,7,12
F41,200000,200000,8170,1,2,0.04084752769639753,0.04085,2.472303602465975e-06,2,6
F42,100000,100000,3646,1,2,0.03646032122760902,0.03646,3.21227609019481e-07,7,12
F43,400000,400000,3134,1,2,0.007835499946201509,0.007835,4.999462015087969e-07,5,3
F44,200000,200000,2930,1,2,0.014649225990790202,0.01465,7.740092097981155e-07,2,6
F45,100000,100000,1252,1,2,0.012521225111388316,0.01252,1.2251113883157694e-06,4,12
F46,400000,400000,2505,1,2,0.006262923885899118,0.0062625,4.238858991182162e-07,6,3
F47,400000,400000,5014,1,2,0.012534027978989724,0.012535,9.720210102752425e-07,6,3
F48,400000,400000,600,1,2,6.48681297100946e-05,0.0015,0.0014351318702899053,2,3
