Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,2311,1,2,0.0057781557314342535,0.0057775,6.557314342538895e-07,3,3
F2,100000,100000,2765,1,2,0.027651000132452364,0.02765,1.0001324523625787e-06,6,12
F3,400000,400000,2257,1,2,0.005642447398174766,0.0056425,5.260182523413037e-08,5,3
F4,400000,400000,3508,1,2,0.008770057324983593,0.00877,5.732498359334315e-08,5,3
F5,200000,200000,5614,1,2,0.028070751631414148,0.02807,7.516314141468861e-07,1,6
F6,200000,200000,1461,1,2,0.007303964716728117,0.007305,1.0352832718824381e-06,6,6
F7,400000,400000,2711,1,2,0.006777502527350099,0.0067775,2.5273500991671027e-09,4,3
F8,400000,400000,1106,1,2,0.002763761684071997,0.002765,1.2383159280031364e-06,3,3
F9,200000,200000,4964,1,2,0.024818912825879336,0.02482,1.0871741206626429e-06,1,6
F10,200000,200000,7387,1,2,0.03693597633882395,0.036935,9.7633882394782e-07,6,6
F11,200000,200000,5500,1,2,0.027500810223577088,0.0275,8.10223577087793e-07,5,6
F12,400000,400000,600,1,2,0.0009284528492526922,0.0015,0.0005715471507473078,5,3
F13,400000,400000,6851,1,2,0.01712866237268007,0.0171275,1.1623726800698286e-06,4,3
F14,400000,400000,3155,1,2,0.007887998924168138,0.0078875,4.989241681376683e-07,3,3
F15,400000,400000,1281,1,2,0.003201372666081004,0.0032025,1.1273339189962588e-06,1,3
F16,400000,400000,2491,1,2,0.006228206261708391,0.0062275,7.06261708390693e-07,7,3
F17,200000,200000,5759,1,2,0.028794370642673095,0.028795,6.293573269061659e-07,6,6
F18,200000,200000,5588,1,2,0.02794123988837538,0.02794,1.2398883753803047e-06,4,6
F19,400000,400000,1826,1,2,0.004564983285650914,0.004565,1.671434908534497e-08,7,3
F20,400000,400000,6105,1,2,0.015262580508188295,0.0152625,8.050818829478945e-08,3,3
F21,100000,100000,3663,1,2,0.0366300210752194,0.03663,2.1075219396038403e-08,1,12
F22,200000,200000,609,1,2,0.003044673596528602,0.003045,3.264034713979305e-07,6,6
F23,400000,400000,4254,1,2,0.010635429942544017,0.010635,4.299425440165011e-07,2,3
F24,400000,400000,9099,1,2,0.02274714692512747,0.0227475,3.530748725298627e-07,3,3
F25,200000,200000,9288,1,2,0.04644224845624645,0.04644,2.248456246446706e-06,6,6
F26,200000,200000,3397,1,2,0.0169839455595428,0.016985,1.0544404571988242e-06,6,6
F27,400000,400000,600,1,2,0.00045542781756663375,0.0015,0.0010445721824333663,5,3
F28,200000,200000,1208,1,2,0.006040967651563756,0.00604,9.676515637553618e-07,2,6
F29,400000,400000,600,1,2,7.650234957135016e-05,0.0015,0.0014234976504286499,3,3
F30,400000,400000,1950,1,2,0.004874751350577966,0.004875,2.486494220339461e-07,6,3
F31,200000,200000,8598,1,2,0.04298828979621777,0.04299,1.7102037822291916e-06,3,6
F32,200000,200000,736,1,2,0.0036787883101347396,0.00368,1.211689865260497e-06,2,6
F33,100000,100000,8751,1,2,0.0875139562706283,0.08751,3.956270628296954e-06,3,12
F34,200000,200000,2237,1,2,0.01118454220913137,0.011185,4.577908686298482e-07,4,6
F35,400000,400000,4653,1,2,0.011633363810738429,0.0116325,8.638107384280336e-07,7,3
F36,100000,100000,3060,1,2,0.03060037300840121,0.0306,3.7300840121171075e-07,5,12
F37,400000,400000,1872,1,2,0.004679342166521494,0.00468,6.578334785060924e-07,1,3
F38,200000,200000,7854,1,2,0.03926935256774863,0.03927,6.474322513660979e-07,5,6
F39,400000,400000,3634,1,2,0.009084400118972186,0.009085,5.998810278136368e-07,1,3
F40,400000,400000,600,1,2,0.0013244133481415676,0.0015,0.0001755866518584324,6,3
F41,400000,400000,1552,1,2,0.0038803816962970084,0.00388,3.816962970081515e-07,4,3
F42,200000,200000,7065,1,2,0.035325806814552205,0.035325,8.06814552202495e-07,3,6
F43,200000,200000,10341,1,2,0.0517069875903325,0.051705,1.9875903325000666e-06,5,6
F44,100000,100000,1509,1,2,0.01508977084039105,0.01509,2.2915960894848153e-07,5,12
F45,100000,100000,1719,1,2,0.017189552401531312,0.01719,4.4759846868844266e-07,7,12
F46,200000,200000,2765,1,2,0.013825922857553099,0.013825,9.228575530983996e-07,1,6
F47,400000,400000,600,1,2,0.0007576789929282168,0.0015,0.0007423210070717833,1,3
F48,400000,400000,600,1,2,0.0010357512912129619,0.0015,0.0004642487087870382,4,3
